id,stratum,is_prediction,is_checkable,is_sarcastic,is_conditional,direction,domain,horizon,stance_vs_thread,certainty,specificity,subject_text,labeler,notes,source
16281505,uniform,0,,,,,,,,,,,anthony,,human
11606941,uniform,0,,,,,,,,,,,anthony,,human
6250670,uniform,0,,,,,,,,,,,anthony,,human
10346053,uniform,0,,,,,,,,,,,anthony,,human
5205797,uniform,0,,,,,,,,,,,anthony,,human
15020566,uniform,0,,,,,,,,,,,anthony,"one donor's planned bequest, not a trend",human
6022714,uniform,0,,,,,,,,,,,anthony,,human
12236565,uniform,0,,,,,,,,,,,anthony,,human
12447837,uniform,0,,,,,,,,,,,anthony,,human
14266255,uniform,0,,,,,,,,,,,anthony,,human
16899865,uniform,0,,,,,,,,,,,anthony,,human
3191925,uniform,0,,,,,,,,,,,anthony,,human
10635976,uniform,0,,,,,,,,,,,anthony,,human
10638358,uniform,0,,,,,,,,,,,anthony,,human
18153093,uniform,0,,,,,,,,,,,anthony,,human
14745506,uniform,0,,,,,,,,,,,anthony,,human
5283269,uniform,0,,,,,,,,,,,anthony,,human
2292330,uniform,0,,,,,,,,,,,anthony,,human
14083067,uniform,0,,,,,,,,,,,anthony,,human
7570417,uniform,0,,,,,,,,,,,anthony,,human
9021315,uniform,0,,,,,,,,,,,anthony,,human
12645581,uniform,0,,,,,,,,,,,anthony,,human
15760353,uniform,0,,,,,,,,,,,anthony,,human
10241803,uniform,0,,,,,,,,,,,anthony,,human
16298109,uniform,0,,,,,,,,,,,anthony,"the govt will just be adding in traffic surveillance cameras | review: question, no assertion",human
9485898,uniform,0,,,,,,,,,,,anthony,,human
3278706,uniform,0,,,,,,,,,,,anthony,,human
19771269,uniform,0,,,,,,,,,,,anthony,,human
19477301,uniform,0,,,,,,,,,,,anthony,,human
13384368,uniform,0,,,,,,,,,,,anthony,,human
15908607,uniform,0,,,,,,,,,,,anthony,,human
9000268,uniform,1,1,0,0,change,policy_law,unstated,agrees,1.0,1.0,Ross Ulbricht sentencing,anthony,Mr. Ulbricht will likely not see the maximum consecutive sentence,human
5342357,uniform,0,,,,,,,,,,,anthony,,human
15941956,uniform,1,1,1,0,change,society_work,1_to_5y,agrees,2.0,3.0,reality TV stars as U.S. presidents,anthony,Trump will of course be reelected in 2020.,human
16939822,uniform,0,,,,,,,,,,,anthony,,human
6662233,uniform,0,,,,,,,,,,,anthony,,human
13367942,uniform,0,,,,,,,,,,,anthony,,human
8377144,uniform,0,,,,,,,,,,,anthony,,human
8892518,uniform,0,,,,,,,,,,,anthony,,human
1691912,uniform,0,,,,,,,,,,,anthony,,human
14245174,uniform,0,,,,,,,,,,,anthony,,human
1396478,uniform,0,,,,,,,,,,,anthony,,human
21085997,uniform,0,,,,,,,,,,,anthony,,human
15829718,uniform,1,0,0,0,,policy_law,unstated,contrarian,1.0,1.0,housing policy and urban planning reform,anthony,nobody will ever turn it into a workable policy,human
7142885,uniform,0,,,,,,,,,,,anthony,,human
2123047,uniform,0,,,,,,,,,,,anthony,,human
13123068,uniform,0,,,,,,,,,,,anthony,,human
5255081,uniform,0,,,,,,,,,,,anthony,,human
18374600,uniform,0,,,,,,,,,,,anthony,,human
12829130,uniform,0,,,,,,,,,,,anthony,,human
5435291,uniform,0,,,,,,,,,,,anthony,,human
7700016,uniform,0,,,,,,,,,,,anthony,"comparative productivity claim, not a future forecast",human
10690610,uniform,0,,,,,,,,,,,anthony,,human
8359255,uniform,0,,,,,,,,,,,anthony,,human
21606100,uniform,1,0,0,1,failure,,unstated,agrees,2.0,1.0,civilization collapse from industrial processes,anthony,There will be no markets if civilization collapses,human
19640335,uniform,0,,,,,,,,,,,anthony,,human
9713044,uniform,0,,,,,,,,,,,anthony,"rhetorical question, no claim",human
17368036,uniform,0,,,,,,,,,,,anthony,,human
18622464,uniform,0,,,,,,,,,,,anthony,,human
4577418,uniform,0,,,,,,,,,,,anthony,,human
7088674,uniform,0,,,,,,,,,,,anthony,,human
8895560,uniform,0,,,,,,,,,,,anthony,,human
12382195,uniform,0,,,,,,,,,,,anthony,,human
17949490,uniform,0,,,,,,,,,,,anthony,"general claim, not a later forecast",human
20643508,uniform,0,,,,,,,,,,,anthony,"personal investment plan, not a market forecast",human
7609265,uniform,0,,,,,,,,,,,anthony,,human
13184810,uniform,0,,,,,,,,,,,anthony,,human
417121,uniform,0,,,,,,,,,,,anthony,,human
4669996,uniform,0,,,,,,,,,,,anthony,,human
8662678,uniform,0,,,,,,,,,,,anthony,,human
18452106,uniform,0,,,,,,,,,,,anthony,,human
17560726,uniform,0,,,,,,,,,,,anthony,"describes current CLI behavior, not a forecast",human
13680879,uniform,0,,,,,,,,,,,anthony,,human
17252041,uniform,0,,,,,,,,,,,anthony,,human
6093684,uniform,0,,,,,,,,,,,anthony,describes current Google behavior,human
13235423,uniform,0,,,,,,,,,,,anthony,,human
14543607,uniform,0,,,,,,,,,,,anthony,,human
14321409,uniform,0,,,,,,,,,,,anthony,,human
5210885,uniform,0,,,,,,,,,,,anthony,,human
4294332,uniform,0,,,,,,,,,,,anthony,,human
5783077,uniform,0,,,,,,,,,,,anthony,,human
13356925,uniform,0,,,,,,,,,,,anthony,,human
21460239,uniform,0,,,,,,,,,,,anthony,,human
8594594,uniform,0,,,,,,,,,,,anthony,,human
17787210,uniform,0,,,,,,,,,,,anthony,,human
4827457,uniform,0,,,,,,,,,,,anthony,,human
9933949,uniform,0,,,,,,,,,,,anthony,,human
11493565,uniform,0,,,,,,,,,,,anthony,,human
18204938,uniform,0,,,,,,,,,,,anthony,,human
11209537,uniform,0,,,,,,,,,,,anthony,,human
8914856,uniform,0,,,,,,,,,,,anthony,,human
4343784,uniform,0,,,,,,,,,,,anthony,,human
19956359,uniform,0,,,,,,,,,,,anthony,,human
1975391,uniform,0,,,,,,,,,,,anthony,,human
20734645,uniform,0,,,,,,,,,,,anthony,,human
16401582,uniform,0,,,,,,,,,,,anthony,,human
15076808,uniform,0,,,,,,,,,,,anthony,,human
4455065,uniform,0,,,,,,,,,,,anthony,,human
4227471,uniform,0,,,,,,,,,,,anthony,,human
7030996,uniform,0,,,,,,,,,,,anthony,,human
6277484,uniform,0,,,,,,,,,,,anthony,will say is not a forecast,human
8509261,uniform,0,,,,,,,,,,,anthony,,human
9290306,uniform,0,,,,,,,,,,,anthony,"existing tool behavior, not forecast",human
21422036,uniform,1,1,0,1,failure,company_fate,unstated,contrarian,1.0,1.0,Netflix theaters,anthony,it will run into that ol' leverage chestnut,human
1721252,uniform,0,,,,,,,,,,,anthony,,human
11132953,uniform,0,,,,,,,,,,,anthony,,human
5680157,uniform,0,,,,,,,,,,,anthony,,human
4218640,uniform,0,,,,,,,,,,,anthony,"personal schedule advice, not in scope",human
7728169,uniform,0,,,,,,,,,,,anthony,,human
13234013,uniform,0,,,,,,,,,,,anthony,,human
6481074,uniform,0,,,,,,,,,,,anthony,,human
763012,uniform,0,,,,,,,,,,,anthony,,human
5508535,uniform,0,,,,,,,,,,,anthony,,human
6112742,uniform,0,,,,,,,,,,,anthony,,human
10600356,uniform,1,1,0,1,success,infrastructure,unstated,contrarian,1.0,1.0,Google Cloud Engine,anthony,"If Google can provide a competitive service at a lower cost, they will gain traction",human
16390658,uniform,0,,,,,,,,,,,anthony,,human
10921995,uniform,0,,,,,,,,,,,anthony,,human
8639406,uniform,0,,,,,,,,,,,anthony,,human
11479854,uniform,0,,,,,,,,,,,anthony,,human
13580632,uniform,0,,,,,,,,,,,anthony,,human
4885178,uniform,0,,,,,,,,,,,anthony,,human
15572842,uniform,1,1,1,0,change,infrastructure,over_10y,agrees,1.0,1.0,privacy.firstparty.isolate and privacy.resistFingerprinting preferences,anthony,Maybe someday this will be on by default for everyone.,human
16812911,uniform,0,,,,,,,,,,,anthony,,human
9450712,uniform,0,,,,,,,,,,,anthony,,human
3168311,uniform,0,,,,,,,,,,,anthony,,human
10614356,uniform,0,,,,,,,,,,,anthony,,human
2001128,uniform,1,1,0,0,failure,other,unstated,agrees,2.0,1.0,secure password input type,anthony,"phishers will just construct phishing sites that appear to use the ""secure"" password type but actually don't.",human
5277386,uniform,0,,,,,,,,,,,anthony,,human
16346703,uniform,0,,,,,,,,,,,anthony,,human
7282947,uniform,0,,,,,,,,,,,anthony,"personal to-do, not a forecast",human
8583234,uniform,0,,,,,,,,,,,anthony,,human
21495439,uniform,0,,,,,,,,,,,anthony,,human
18648821,uniform,0,,,,,,,,,,,anthony,,human
7405780,uniform,0,,,,,,,,,,,anthony,,human
16884249,uniform,0,,,,,,,,,,,anthony,,human
1680587,uniform,0,,,,,,,,,,,anthony,"habitual tendency, not a future claim",human
2405458,uniform,0,,,,,,,,,,,anthony,"Own app memory guess, not a forecast",human
6011379,uniform,0,,,,,,,,,,,anthony,,human
16273079,uniform,0,,,,,,,,,,,anthony,,human
4425348,uniform,0,,,,,,,,,,,anthony,,human
3327350,uniform,1,1,0,0,change,infrastructure,over_10y,contrarian,2.0,2.0,self-driving cars and public transportation integration,anthony,your hourly car rental rates will go up during peak usage,human
17164225,uniform,0,,,,,,,,,,,anthony,,human
19719631,uniform,0,,,,,,,,,,,anthony,,human
6532430,uniform,0,,,,,,,,,,,anthony,,human
7907473,uniform,0,,,,,,,,,,,anthony,,human
21279928,uniform,0,,,,,,,,,,,anthony,,human
21527136,uniform,0,,,,,,,,,,,anthony,,human
4024331,uniform,0,,,,,,,,,,,anthony,,human
12842996,uniform,0,,,,,,,,,,,anthony,,human
13087762,uniform,0,,,,,,,,,,,anthony,,human
2800590,uniform,0,,,,,,,,,,,anthony,,human
6202409,uniform,0,,,,,,,,,,,anthony,,human
6468657,uniform,0,,,,,,,,,,,anthony,,human
3043908,uniform,0,,,,,,,,,,,anthony,"hypothetical design, not an asserted outcome",human
2087387,uniform,0,,,,,,,,,,,anthony,,human
10392096,uniform,0,,,,,,,,,,,anthony,,human
15335372,uniform,0,,,,,,,,,,,anthony,,human
21652215,uniform,0,,,,,,,,,,,anthony,,human
2441246,uniform,0,,,,,,,,,,,anthony,,human
5050688,uniform,0,,,,,,,,,,,anthony,,human
14879403,uniform,0,,,,,,,,,,,anthony,,human
7359974,uniform,0,,,,,,,,,,,anthony,,human
2477920,uniform,0,,,,,,,,,,,anthony,,human
19967854,uniform,0,,,,,,,,,,,anthony,,human
20968028,uniform,0,,,,,,,,,,,anthony,,human
16436182,uniform,0,,,,,,,,,,,anthony,,human
11744063,uniform,0,,,,,,,,,,,anthony,"physiology, not in-scope forecast",human
20603028,uniform,0,,,,,,,,,,,anthony,,human
9181052,uniform,0,,,,,,,,,,,anthony,,human
16711530,uniform,0,,,,,,,,,,,anthony,,human
17071772,uniform,0,,,,,,,,,,,anthony,,human
9936885,uniform,0,,,,,,,,,,,anthony,"physics of transits, not a future forecast",human
20212628,uniform,1,0,1,0,change,language_or_framework,unstated,contrarian,2.0,0.0,programming paradigms and generational preferences,anthony,The next generation will be preoccupied with an entirely different model of programming.,human
15388897,uniform,0,,,,,,,,,,,anthony,,human
8123922,uniform,0,,,,,,,,,,,anthony,,human
18591245,uniform,0,,,,,,,,,,,anthony,,human
21589507,uniform,0,,,,,,,,,,,anthony,,human
11944930,uniform,0,,,,,,,,,,,anthony,,human
9811051,uniform,0,,,,,,,,,,,anthony,,human
4753851,uniform,1,1,0,0,change,policy_law,over_10y,agrees,2.0,2.0,"Republican and Democratic party positions on healthcare, gay marriage, transgender rights, cannabis",anthony,It's pretty much inevitable that the country will move to the left,human
11548404,enriched,0,,,,,,,,,,,anthony,going to conferences is not a forecast,human_audit
4982579,enriched,1,0,0,1,change,policy_law,unstated,contrarian,1.0,1.0,Methamphetamine legalization and pharmaceutical industry response,anthony,big pharma will jump on the opportunities,human_adjudicated
15838685,enriched,1,1,0,1,failure,crypto_finance,unstated,contrarian,1.0,1.0,financial sanctions on digital currencies,anthony,That will be a waste of everyone's time and money,human_audit
14864561,enriched,1,0,0,0,change,science_space,unstated,contrarian,2.0,0.0,genetic modification of human embryos,anthony,It will become a race to the bottom.,human_adjudicated
20513055,enriched,0,,,,,,,,,,,panel,,panel
13122449,enriched,1,1,0,0,change,,unstated,contrarian,1.0,1.0,airline overhead locker fees and boarding process,anthony,might encourage more people to sign up for United credit cards,human_adjudicated
10010177,enriched,0,,,,,,,,,,,anthony,Will that help is a question,human_audit
14066908,enriched,0,,,,,,,,,,,anthony,"hypothetical mechanism, not a forecast",human_adjudicated
15868012,enriched,1,1,0,0,change,crypto_finance,unstated,contrarian,0.0,1.0,Bitcoin,panel,,panel
14745402,enriched,0,,,,,,,,,,,anthony,"advice about current salary gap, not a forecast",human_adjudicated
13968662,enriched,0,,,,,,,,,,,anthony,will fit means capacity not future,human_audit
5760472,enriched,1,0,0,0,change,society_work,unstated,agrees,0.0,0.0,Western workforce structure and entrepreneurship,anthony,entrepreneurs will be able to take flight,human_adjudicated
21469569,enriched,0,,,,,,,,,,,panel,,panel
14406705,enriched,0,,,,,,,,,,,panel,,panel
16062232,enriched,0,,,,,,,,,,,panel,,panel
18771292,enriched,0,,,,,,,,,,,panel,,panel
12471001,enriched,0,,,,,,,,,,,panel,,panel
17968975,enriched,0,,,,,,,,,,,anthony,"Quotes parent claim, asks for source",human_audit
20508848,enriched,1,1,0,0,no_change,infrastructure,unstated,agrees,2.0,1.0,end-to-end encryption on Android phones,anthony,that will never happen,human_adjudicated
6084393,enriched,0,,,,,,,,,,,anthony,"sarcastic slogan, not a forecast",human_audit
16328648,enriched,0,,,,,,,,,,,panel,,panel
12373323,enriched,1,1,0,0,change,policy_law,over_10y,contrarian,2.0,1.0,Italian/Spanish/Greek governments and young citizens,panel,,panel
8009403,enriched,0,,,,,,,,,,,anthony,"Conversational, not a scoped forecast",human_adjudicated
11723042,enriched,1,1,0,0,no_change,policy_law,unstated,agrees,2.0,1.0,TSA elimination,anthony,it's going to be hard to get rid of now,human_adjudicated
13362192,enriched,0,,,,,,,,,,,anthony,,human_audit
21317654,enriched,1,0,0,0,change,society_work,unstated,agrees,0.0,1.0,40 hour work weeks and work-life balance,anthony,This may reduce salaries,human_audit
15475389,enriched,0,,,,,,,,,,,anthony,"closing-process reaction, not a market forecast",human_adjudicated
21816930,enriched,0,,,,,,,,,,,panel,,panel
18800880,enriched,0,,,,,,,,,,,panel,,panel
15668752,enriched,0,,,,,,,,,,,anthony,hope is not an asserted forecast,human_audit
10775471,enriched,1,1,0,1,no_change,language_or_framework,unstated,contrarian,2.0,1.0,SSL/TLS acronym adoption,panel,,panel
6476166,enriched,1,0,0,0,change,infrastructure,unstated,agrees,1.0,1.0,Linux OS suitability for different use cases,anthony,it might change soon,human_adjudicated
19453429,enriched,0,,,,,,,,,,,anthony,"Habitual will, not a forecast",human_adjudicated
19919417,enriched,1,1,0,0,change,policy_law,unstated,contrarian,2.0,1.0,free market capitalism and regulatory reform,anthony,free market capitalism will perform its function,human_adjudicated
1872112,enriched,0,,,,,,,,,,,anthony,personal end of own Gmail use,human_adjudicated
10192104,enriched,1,1,0,1,no_change,infrastructure,unstated,contrarian,1.0,1.0,Apple and Intel relationship,anthony,as long as Intel can deliver what they need they won’t.,human_adjudicated
4320017,enriched,1,1,0,0,success,society_work,over_10y,agrees,1.0,1.0,hackNY program alumni,anthony,we'll see alumni fostering communities,human_audit
10542024,enriched,0,,,,,,,,,,,panel,,panel
4056761,enriched,1,0,0,0,,society_work,over_10y,agrees,2.0,1.0,knowledge of dial-up modem sounds,anthony,"personal lament about daughter, not a forecast | review: claims the next generation will not know dial-up",human_adjudicated
16952466,enriched,1,1,0,0,failure,policy_law,over_10y,unclear,2.0,1.0,piracetam FDA approval,panel,,panel
20567130,enriched,1,1,0,1,success,language_or_framework,unstated,agrees,1.0,1.0,Julia programming language,anthony,it will be more suitable for general purpose programming,human_adjudicated
17372246,enriched,0,,,,,,,,,,,anthony,"Question asking who will, no claim",human_audit
20709758,enriched,0,,,,,,,,,,,anthony,"noun will, not a future claim",human_audit
13846780,enriched,0,,,,,,,,,,,panel,,panel
5405604,enriched,0,,,,,,,,,,,anthony,"feature's effect, not a forecast",human_adjudicated
19448021,enriched,0,,,,,,,,,,,anthony,"free will is philosophy, not a forecast",human_audit
21772981,enriched,0,,,,,,,,,,,panel,,panel
17546781,enriched,1,1,0,1,no_change,infrastructure,unstated,agrees,1.0,1.0,memristor-based neural architectures,panel,,panel
15046236,enriched,0,,,,,,,,,,,anthony,"describes current traces, not a forecast",human_audit
5462781,enriched,0,,,,,,,,,,,panel,,panel
8913309,enriched,0,,,,,,,,,,,panel,,panel
19329296,enriched,1,1,0,1,success,society_work,unstated,contrarian,2.0,1.0,art prices for famous people,anthony,I'm pretty certain the president will fetch a higher price for his art work.,human_adjudicated
13356428,enriched,0,,,,,,,,,,,anthony,notes they didn't say; no own claim,human_audit
13579477,enriched,1,1,0,0,failure,product_adoption,unstated,contrarian,2.0,1.0,restaurant ingredient sourcing platform,anthony,You will fail.,human_audit
4223311,enriched,0,,,,,,,,,,,panel,,panel
4775146,enriched,0,,,,,,,,,,,panel,,panel
20285818,enriched,1,1,0,0,change,product_adoption,unstated,contrarian,2.0,1.0,companies switching to closed-source software due to OSS liability,anthony,Companies will just buy closed software instead,human_adjudicated
528146,enriched,0,,,,,,,,,,,anthony,"suggestion with hypothetical, not a forecast",human_adjudicated
15232768,enriched,1,1,0,0,change,product_adoption,over_10y,agrees,1.0,2.0,Apple Watch cellular independence,panel,,panel
14027504,enriched,0,,,,,,,,,,,panel,,panel
6675258,enriched,0,,,,,,,,,,,anthony,"maybe some day someone will come along and help | review: advice, maybe-someday is not a forecast",human_adjudicated
19026160,enriched,1,1,0,1,change,ai_ml,unstated,,1.0,1.0,"autonomous machines, machine vision, Tesla custom chips",anthony,it will most likely involve autonomous machines,human_audit
3644932,enriched,0,,,,,,,,,,,anthony,"question about rumored laptop, not an assertion",human_adjudicated
10139891,enriched,0,,,,,,,,,,,anthony,"local deploy claim, not a trend",human_audit
6901396,enriched,1,1,0,0,no_change,society_work,unstated,contrarian,1.0,1.0,VR negative side effects and addiction,anthony,I don't think it will prove much worse,human_adjudicated
21133891,enriched,1,1,0,0,change,language_or_framework,over_10y,contrarian,2.0,1.0,Go programming language,anthony,"If Go's wants to stay relevant it will eventually grow such features, no matter what.",human_audit
5636151,enriched,1,1,0,0,,product_adoption,unstated,contrarian,3.0,1.0,Craigslist clone,anthony,no rational individual is going to choose an alternative,human_adjudicated
1230330,enriched,1,1,0,0,change,,unstated,contrarian,1.0,1.0,computers/workstations and end-user computing,panel,,panel
16191103,enriched,1,1,0,0,no_change,policy_law,unstated,contrarian,2.0,1.0,autonomous vehicles killing humans for traffic violations,anthony,"""Machine kills human because human violated traffic law"" will never fly.",human_audit
8676086,enriched,0,,,,,,,,,,,anthony,"wondering and asking, not asserting",human_adjudicated
13230386,enriched,0,,,,,,,,,,,panel,,panel
14004795,enriched,0,,,,,,,,,,,panel,,panel
16325588,enriched,0,,,,,,,,,,,panel,,panel
3249664,enriched,1,0,0,1,change,company_fate,unstated,agrees,1.0,0.0,companies backing SOPA,anthony,a company won't think twice and back-stab you,human_adjudicated
13176152,enriched,0,,,,,,,,,,,anthony,"question, not an asserted forecast",human_adjudicated
4085694,enriched,0,,,,,,,,,,,anthony,"Technique effectiveness, not a future event",human_adjudicated
10418280,enriched,0,,,,,,,,,,,anthony,free will is not a forecast,human_audit
19315539,enriched,0,,,,,,,,,,,anthony,describes current plan rules,human_audit
13933449,enriched,0,,,,,,,,,,,panel,,panel
15644325,enriched,1,1,0,1,failure,society_work,5_to_10y,contrarian,2.0,2.0,American universities,anthony,Give it ten years. Less if you elect Trump again,human_audit
2118894,enriched,0,,,,,,,,,,,panel,,panel
9860849,enriched,1,1,0,0,success,infrastructure,under_1y,agrees,1.0,2.0,security patching delay,anthony,attackers will be slowed down a bit from producing a functional exploit.,human_adjudicated
21422374,enriched,0,,,,,,,,,,,anthony,,human_audit
4582716,enriched,0,,,,,,,,,,,panel,,panel
18413809,enriched,1,1,0,0,change,infrastructure,unstated,contrarian,2.0,1.0,"nuclear power grid transition, renewable energy adoption",anthony,Building isn't expected to start until next year and generation some time in the mid 2020s.,human_adjudicated
6630740,enriched,1,1,0,0,success,product_adoption,unstated,agrees,2.0,1.0,iPad and similar consumer products,anthony,"Yes, you could. But you won't.",human_adjudicated
15827703,enriched,0,,,,,,,,,,,panel,,panel
11525385,enriched,1,0,1,0,no_change,infrastructure,over_10y,contrarian,3.0,1.0,Google CDN,panel,,panel
6831501,enriched,1,1,0,1,success,product_adoption,1_to_5y,contrarian,1.0,3.0,Amazon Prime Air drones,anthony,per unit cost will fall below $2000 within few years,human_audit
3405640,enriched,0,,,,,,,,,,,anthony,"question about app capability, not a forecast",human_audit
15784693,enriched,0,,,,,,,,,,,anthony,we will drop next time on stocks | review: says the drop cannot be predicted,human_adjudicated
16623518,enriched,1,1,0,0,change,company_fate,unstated,agrees,1.0,3.0,Apple cash repatriation and investor returns,anthony,Presumably a lot of that will get returned to investors or reinvested in some way,human_adjudicated
9098963,enriched,1,1,0,1,change,policy_law,unstated,agrees,2.0,1.0,China-Russia military conflict,panel,,panel
8824178,enriched,1,1,0,1,failure,company_fate,unstated,contrarian,2.0,2.0,Xiaomi US market entry,panel,,panel
15680486,enriched,1,1,0,1,change,infrastructure,unstated,agrees,1.0,1.0,Bill Gates' Arizona smart city,anthony,town itself will probably just use the typical suburban sprawl model,human_audit
7813459,enriched,0,,,,,,,,,,,anthony,"personal curiosity, no forecast",human_audit
16751174,enriched,0,,,,,,,,,,,anthony,Will is inside a rejected analogy,human_audit
7967558,enriched,1,1,0,1,failure,crypto_finance,over_10y,contrarian,2.0,1.0,US economy and debt-to-GDP ratio,anthony,GDP is going to end up going the same direction,human_adjudicated
17459026,enriched,0,,,,,,,,,,,anthony,"personal incomprehension, not scoped forecast",human_audit
8176452,enriched,1,1,0,0,,product_adoption,unstated,agrees,2.0,1.0,Oracle database migration,anthony,,human_adjudicated
8793001,enriched,1,1,0,0,change,ai_ml,over_10y,contrarian,2.0,2.0,driverless cars and taxi driver employment,anthony,Eventually you'll reach a point where it becomes economically feasible for a company to wholesale fire it's drivers,human_audit
3832576,enriched,0,,,,,,,,,,,panel,,panel
19775877,enriched,0,,,,,,,,,,,anthony,going to need is startup advice,human_audit
17481751,enriched,0,,,,,,,,,,,anthony,"cites others' belief, not own forecast",human_adjudicated
13167294,enriched,0,,,,,,,,,,,anthony,"describes pipeline mechanics, not a forecast",human_adjudicated
20738901,enriched,1,1,0,0,failure,policy_law,unstated,agrees,3.0,1.0,self-regulation and corporate ethics statements,anthony,will be put at a competitive disadvantage,human_adjudicated
2910971,enriched,0,,,,,,,,,,,anthony,"Personal study advice, not a trend",human_adjudicated
5018363,enriched,0,,,,,,,,,,,panel,,panel
17502229,enriched,1,0,0,1,change,policy_law,unstated,contrarian,2.0,1.0,UBI implementation and market outcomes,anthony,the results will be ever-changing and therefor unknowable,human_adjudicated
1664021,enriched,0,,,,,,,,,,,panel,,panel
11252789,enriched,1,0,0,1,failure,,unstated,unclear,2.0,1.0,China's command economy,anthony,otherwise it won't be able to survive,human_adjudicated
11400152,enriched,1,0,0,0,no_change,company_fate,unstated,contrarian,2.0,0.0,Microsoft's public perception and reputation,anthony,they will never be cool,human_adjudicated
8736955,enriched,0,,,,,,,,,,,panel,,panel
14345227,enriched,1,1,0,1,change,language_or_framework,unstated,contrarian,1.0,1.0,Rust REPL,anthony,maybe after those are done it will be the top of the docket,human_audit
575693,enriched,0,,,,,,,,,,,anthony,"Joke about a fake tweet, not a forecast",human_adjudicated
15151441,enriched,0,,,,,,,,,,,anthony,"gerund going-to, not a forecast",human_audit
10438218,enriched,0,,,,,,,,,,,panel,,panel
20509535,enriched,0,,,,,,,,,,,anthony,"Hypothetical cost math, not a forecast",human_adjudicated
14884762,enriched,0,,,,,,,,,,,anthony,"Personal to-do, not a forecast",human_adjudicated
8442785,enriched,0,,,,,,,,,,,anthony,"hope, not a claimed forecast",human_adjudicated
2283594,enriched,1,1,0,0,failure,language_or_framework,under_1y,contrarian,2.0,2.0,HTML5 2D canvas games,anthony,making HTML5 games with the 2D canvas is going to die,human_audit
514729,enriched,0,,,,,,,,,,,anthony,"career advice, not a market forecast",human_audit
2686802,enriched,0,,,,,,,,,,,anthony,"habitual behavior, not a future outcome",human_audit
20768120,enriched,0,,,,,,,,,,,anthony,"Advice about one employee, not a trend",human_audit
15832694,enriched,0,,,,,,,,,,,anthony,your S3 storage will keep growing indefinitely | review: question about one backup setup,human_adjudicated
20431014,enriched,0,,,,,,,,,,,panel,,panel
6391123,enriched,0,,,,,,,,,,,anthony,repeats heard suggestion without endorsing,human_adjudicated
12265392,enriched,0,,,,,,,,,,,panel,,panel
3674450,enriched,0,,,,,,,,,,,anthony,"sarcastic hope, not an asserted forecast",human_adjudicated
8566612,enriched,1,1,0,1,change,policy_law,unstated,agrees,0.0,1.0,keystroke dynamics biometric authentication and privacy,panel,,panel
7184724,enriched,1,1,0,1,change,policy_law,unstated,unclear,1.0,1.0,health insurance guarantees and risk corridors,anthony,guarantees will put less pressure on insurance companies,human_adjudicated
11913767,enriched,0,,,,,,,,,,,anthony,"sarcastic quote of FBI, not endorsed",human_audit
9541188,enriched,0,,,,,,,,,,,panel,,panel
4197954,enriched,0,,,,,,,,,,,anthony,"math logic claim, not a trend",human_adjudicated
19166979,enriched,0,,,,,,,,,,,anthony,"quotes parent phrase, makes no forecast",human_audit
7707576,enriched,1,1,0,1,,product_adoption,unstated,contrarian,0.0,1.0,Google Reader or similar RSS service,anthony,I doubt it'd come back from the dead,human_audit
15319164,enriched,0,,,,,,,,,,,panel,,panel
13208234,enriched,1,1,0,0,no_change,language_or_framework,unstated,agrees,2.0,1.0,OpenJDK and GPL-licensed Java,anthony,So that will not be affected.,human_adjudicated
6340655,enriched,1,1,0,1,failure,policy_law,unstated,contrarian,2.0,1.0,default checked Remember Me checkbox on public computers,anthony,public computers will have a whole list,human_audit
7866115,enriched,0,,,,,,,,,,,anthony,local performance hope after a rollback,human_adjudicated
10995053,enriched,1,1,0,1,success,product_adoption,unstated,contrarian,1.0,1.0,Dragon 2 spacecraft landing,panel,,panel
6597489,enriched,0,,,,,,,,,,,anthony,"personal skill, not a trend",human_adjudicated
4071434,enriched,0,,,,,,,,,,,panel,,panel
18133517,enriched,0,,,,,,,,,,,anthony,"personal hope, not a forecast",human_audit
10673510,enriched,1,1,0,0,change,language_or_framework,under_1y,agrees,2.0,2.0,Swift 3 ABI stability,anthony,Swift 3 will be ABI stable,human_audit
2519505,enriched,0,,,,,,,,,,,anthony,"Quoted going-to is rejected, not endorsed",human_audit
8295347,enriched,1,1,0,1,failure,crypto_finance,under_1y,contrarian,2.0,1.0,stock market bubble and interest rates,anthony,bubble that will pop when interest types rise,human_audit
17348825,enriched,1,1,0,1,success,crypto_finance,unstated,agrees,2.0,1.0,"fraction of world's inhabitants with net worth over $1,000,000",panel,,panel
11317357,enriched,1,0,0,0,failure,policy_law,unstated,agrees,2.0,1.0,Hulk Hogan's case against Gawker,anthony,aren't going to score points with the jurors,human_adjudicated
12971360,enriched,0,,,,,,,,,,,anthony,"Imagines device function, not a later outcome",human_adjudicated
16965093,enriched,0,,,,,,,,,,,anthony,Wills are quoted; no own forecast,human_adjudicated
2954135,enriched,0,,,,,,,,,,,anthony,"hope, not a claimed forecast",human_audit
10218852,enriched,0,,,,,,,,,,,panel,,panel
14298601,enriched,0,,,,,,,,,,,panel,,panel
10426384,enriched,0,,,,,,,,,,,anthony,"one person's fate, not a trend",human_audit
8682930,enriched,0,,,,,,,,,,,anthony,"question about design, not an assertion",human_adjudicated
